"-0.1","-0.19866933","0.610597","1.2587415","0.6976273","0.6688158","0.2878592","-0.6635395","-0.69321334","-0.12859236","-0.062463924"
"-0.040000003","-0.0799147","0.610597","1.2409731","0.6962315","0.5916055","0.23272634","-0.28927457","-0.22174874","-0.07305144","-0.09111504"
"0.019999996","0.039989326","0.610597","1.2232049","0.6948334","0.51662475","0.18548009","0.03505385","0.1663898","0.008496657","-0.05647163"
"0.07999999","0.1593182","0.610597","1.2054365","0.693433","0.44385105","0.14569339","0.31295764","0.47953853","0.10809411","0.024571434"
"0.13999999","0.27635562","0.610597","1.1876682","0.6920303","0.37326175","0.112948","0.5478097","0.7255193","0.21882011","0.13750924"
"0.19999999","0.38941833","0.610597","1.1699","0.69062537","0.3048342","0.0868344","0.74285066","0.9116564","0.33471417","0.2700144"
"0.26","0.4968801","0.610597","1.1521316","0.6892181","0.2385463","0.06695181","0.901188","1.0447962","0.45070064","0.411736"
"0.32","0.59719545","0.610597","1.1343632","0.6878086","0.1743751","0.052908167","1.0258","1.1313248","0.5625207","0.5541085"
"0.38","0.68892145","0.610597","1.1165949","0.6863968","0.112298176","0.04432027","1.1195368","1.1771854","0.6666624","0.6901767"
"0.43999997","0.77073884","0.610597","1.0988266","0.68498266","0.052293345","0.040813506","1.1851246","1.1878964","0.7602974","0.8144263"
"0.49999997","0.84147096","0.610597","1.0810583","0.6835663","-0.0056625158","0.042022184","1.2251668","1.1685684","0.8412198","0.92262954"
"0.55999994","0.9001004","0.610597","1.0632899","0.68214756","-0.0615917","0.047589168","1.2421461","1.12392","0.9077865","1.0116985"
"0.61999995","0.945784","0.610597","1.0455216","0.6807266","-0.11551632","0.05716622","1.238428","1.0582962","0.9588627","1.0795482"
"0.67999995","0.97786456","0.610597","1.0277532","0.67930335","-0.16745956","0.0704138","1.2162622","0.9756826","0.99376845","1.1249714"
"0.73999995","0.99588084","0.610597","1.009985","0.67787784","-0.2174436","0.087001115","1.1777855","0.87972355","1.0122286","1.14752"
"0.79999995","0.9995736","0.610597","0.9922166","0.67645","-0.26549077","0.106606096","1.1250237","0.77373505","1.0143256","1.1473961"
"0.85999995","0.98888975","0.610597","0.97444826","0.67501986","-0.3116241","0.12891552","1.0598949","0.66072226","1.0004547","1.1253523"
"0.91999996","0.963983","0.610597","0.95667994","0.6735875","-0.35586566","0.15362471","0.98421085","0.54339325","0.97128165","1.0825984"
"0.9799999","0.9252116","0.610597","0.9389116","0.6721528","-0.39823824","0.18043798","0.8996794","0.42417493","0.9277028","1.0207165"
"1.04","0.873133","0.610597","0.9211433","0.6707158","-0.43876433","0.20906818","0.8079077","0.3052257","0.8708085","0.94158375"
"1.0999999","0.80849653","0.610597","0.90337497","0.6692766","-0.47746646","0.2392371","0.71040416","0.1884506","0.80184793","0.8473018"
"1.16","0.7322315","0.610597","0.88560665","0.667835","-0.51436704","0.27067506","0.6085801","0.07551482","0.72219574","0.740132"
"1.2199999","0.64543515","0.610597","0.8678383","0.6663912","-0.5494886","0.30312142","0.50375336","-0.03214267","0.63332385","0.62243897"
"1.28","0.5493555","0.610597","0.85007","0.66494507","-0.58285385","0.33632395","0.39714968","-0.1332967","0.5367711","0.49663758"
"1.3399999","0.4453748","0.610597","0.8323017","0.6634967","-0.61448526","0.3700394","0.28990585","-0.22692177","0.4341185","0.36514783"
"1.4","0.3349882","0.610597","0.8145333","0.66204596","-0.64440536","0.40403327","0.18307078","-0.31218144","0.32696527","0.23035397"
"1.4599999","0.21978377","0.610597","0.796765","0.660593","-0.67263645","0.43807948","0.07761079","-0.38841328","0.21690793","0.094570234"
"1.52","0.101418026","0.610597","0.77899665","0.6591377","-0.6992014","0.4719614","-0.025592744","-0.4551212","0.10551752","-0.03999363"
"1.5799999","-0.018406155","0.610597","0.7612284","0.65768015","-0.72412235","0.50547016","-0.12573534","-0.51195884","-0.00567393","-0.17125283"
"1.64","-0.13796584","0.610597","0.74346","0.6562203","-0.74742234","0.53840667","-0.2220934","-0.55872333","-0.11519466","-0.29727578"
"1.6999999","-0.25554097","0.610597","0.7256917","0.6547582","-0.7691235","0.57057977","-0.31401527","-0.5953398","-0.22164212","-0.41629583"
"1.76","-0.36944094","0.610597","0.70792335","0.6532938","-0.7892484","0.6018075","-0.40092367","-0.62185395","-0.32370025","-0.5267303"
"1.8199999","-0.47802714","0.610597","0.690155","0.6518271","-0.80781966","0.6319165","-0.48231137","-0.6384201","-0.42014754","-0.62718904"
"1.8799999","-0.579738","0.610597","0.67238665","0.65035814","-0.8248598","0.6607423","-0.557739","-0.6452919","-0.50986755","-0.71648186"
